0.4793,0.4872,0.5714,0.7400,0.2821,0.5714,0.4848,0.0250,0.4000,0.5758,1.0000,0.3000,1.0000,0.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.0000,0.2500,1.0000,0.6667,0.0000,0.5714,0.4419
0.4793,0.4872,0.5714,0.3200,0.0000,0.0000,0.2424,0.0250,0.4000,0.4848,0.0250,0.5000,0.7273,1.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.0000,0.7500,1.0000,0.6667,0.0000,0.5714,0.4648
0.4101,0.0000,0.4286,0.9600,0.0000,0.0000,0.2424,0.0250,0.3000,0.9697,0.0250,0.3000,0.7273,1.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.5000,1.0000,0.3333,0.0000,0.5714,0.4791
0.3871,1.0000,0.0000,0.0000,0.0000,0.7143,0.5758,1.0000,0.3000,0.8788,1.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.2500,1.0000,0.5000,1.0000,0.4286,0.4823
0.1152,0.0000,0.8571,0.4400,1.0000,0.0000,0.9242,0.5000,0.9000,0.6667,0.3000,0.4000,0.7273,1.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.2500,0.0000,0.3333,0.0000,0.5714,0.4961
0.1152,0.0000,0.2857,0.0000,0.0000,0.7143,0.5758,1.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.5000,1.0000,0.3333,0.0000,0.2857,0.5015
0.4101,0.0000,0.1429,0.6400,1.0000,0.1429,0.9394,0.3000,1.0000,0.5455,0.5000,0.4000,0.8788,1.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.7500,0.0000,0.5000,0.0000,0.5714,0.5265
0.7558,0.4872,1.0000,0.5600,0.2821,0.1429,0.2424,0.0250,1.0000,1.0000,0.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.5000,0.0000,0.4286,0.6496
0.1152,0.0000,1.0000,0.5000,0.4872,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2500,0.0000,0.1667,0.0000,0.1429,0.7547
0.7558,0.4872,1.0000,0.9600,0.0000,0.5714,0.4848,0.0250,0.9000,1.0000,0.5000,1.0000,0.6212,0.3000,0.3000,0.2424,0.0250,0.6000,0.6061,0.3000,0.8000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.7143,0.8027
0.0000,0.2821,0.0000,0.3200,0.0000,0.8571,0.6212,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.8101
0.0553,0.2821,0.1429,0.8400,1.0000,0.2857,0.4848,0.0250,0.6000,0.6667,0.3000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.8248
