0.7558,1.0000,0.2857,0.4400,1.0000,0.0000,0.7273,1.0000,0.4000,0.9697,0.0250,0.6000,0.7273,1.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.1667,0.0000,0.2857,1.0000,0.2857,0.1068
0.4101,0.0000,0.1429,0.3200,0.0000,0.8571,0.6970,0.5000,0.6000,0.5758,1.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.3333,0.0000,0.4286,0.0000,0.4286,0.1476
0.5714,1.0000,0.1429,0.3200,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,1.0000,0.1667,1.0000,0.1429,0.0000,0.1429,0.1844
1.0000,0.0000,0.2857,0.4400,1.0000,0.0000,0.4848,0.0250,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.1667,1.0000,0.1429,0.0000,0.2857,0.2278
0.1152,0.0000,0.2857,0.9000,0.4872,0.8571,0.9394,0.3000,1.0000,0.4848,0.0250,0.8000,0.6667,0.3000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.1667,0.0000,0.5714,0.0000,0.5714,0.2466
0.1152,0.0000,0.4286,0.8400,1.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.4693
0.0000,0.2821,0.0000,0.3200,0.0000,0.8571,0.5758,1.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5134
0.3318,0.2821,0.8571,0.4400,1.0000,0.0000,0.9697,0.0250,0.7000,0.5758,1.0000,0.3000,0.2424,0.0250,0.9000,0.5606,0.3000,0.7000,0.9697,0.0250,0.7000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.5386
0.2212,0.2821,0.5714,0.4400,1.0000,0.0000,0.5758,1.0000,0.3000,0.9697,0.0250,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5526
0.1106,0.4872,0.0000,0.3200,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.5644
0.3871,0.2821,1.0000,0.6400,1.0000,0.1429,0.2424,0.0250,1.0000,0.7273,1.0000,0.4000,0.8485,0.5000,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.2857,1.0000,0.4286,0.5685
0.2212,0.2821,0.5714,0.4400,1.0000,0.0000,0.9697,0.0250,0.8000,0.9697,0.0250,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692
0.4101,0.0000,0.5714,1.0000,0.4872,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,1.0000,0.1667,1.0000,0.1429,0.0000,0.1429,0.5787
0.1152,0.0000,0.1429,1.0000,0.4872,1.0000,0.2424,0.0250,0.9000,0.5758,1.0000,0.3000,0.9697,0.0250,0.4000,0.7727,0.5000,0.7000,0.7576,0.3000,0.6000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8333,1.0000,0.8571,1.0000,0.8571,0.5803
0.1152,0.0000,0.0000,0.3200,0.0000,0.5714,0.8788,1.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5858
0.3871,0.2821,1.0000,0.0000,0.0000,0.2857,0.9697,0.0250,0.4000,0.5758,1.0000,0.3000,0.6212,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.5998
0.1106,0.2821,0.2857,0.6400,1.0000,0.1429,0.9697,0.0250,0.8000,0.8030,0.3000,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.1429,0.6047
1.0000,0.0000,0.1429,0.4400,1.0000,0.0000,0.7273,1.0000,0.4000,0.9697,0.0250,1.0000,0.8939,0.3000,0.9000,0.6970,0.5000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2000,1.0000,0.3333,0.0000,0.2857,1.0000,0.5714,0.6050
